"created_at","text","location","time_zone","lang","geo","place","followers_count","friends_count","listed_count","favourites_count","statuses_count","retweet_count","reply_count","retweeted"
"Wed Nov 22 20:42:45 +0000 2017","Chicos, aún estan a tiempo para inscribirse a las Segundas Jornadas de Turismo en Guayaquil. Los interesados... https://t.co/ApcJJjIH4R",,,"es",,,15,33,0,0,0,0,0,false
"Wed Nov 22 20:42:51 +0000 2017","RT @german21168: Puigdemont sigue de turismo por Bélgica: Se va a Gante a comer bombones https://t.co/VFY3hTIt6B vía @Caso Aislado",,"Madrid","es",,,4882,2599,28,6140,6140,0,0,false
"Wed Nov 22 20:43:01 +0000 2017","Alí Padrón: Se intenta hacer del turismo una experiencia #22Nov #FelizMiércoles #Notitarde \nhttps://t.co/sEq9YYMlug https://t.co/AXTfwBaoE9","Valencia, Venezuela","Caracas","es",,,637402,4362,2499,334,334,0,0,false
"Wed Nov 22 20:43:01 +0000 2017","🆕🆕Descubre el Dossier de Innovación en tecnología en el sector turístico de la mano de @hosteltur #innovación… https://t.co/ot1NoqlEUu","Sant Pol de Mar (Barcelona)","Madrid","es",,,1378,1433,77,827,827,0,0,false
"Wed Nov 22 20:43:02 +0000 2017","RT @turbofr: BMW X3 et BMW Série 6 Gran Turismo - Emission TURBO du 19/11/2017 https://t.co/sJE4dpdrdr",,"Paris","fr",,,848,2073,314,77099,77099,0,0,false
"Wed Nov 22 20:43:05 +0000 2017","@ParSteffen Zugucken würde ich da nicht wollen, aber die Strecke (Bei Gran Turismo) zu fahren macht Spaß. Und wütend.","Südraum Leipzig - Ostborusse","Berlin","de",,,1368,1707,38,12779,12779,0,0,false
"Wed Nov 22 20:43:08 +0000 2017","Gran Turismo Sport recibirá nuevos coches y el modo GT League a partir del 27 de noviembre https://t.co/2ZnO3XLlYL",,"Madrid","es",,,786,1944,65,7351,7351,0,0,false
"Wed Nov 22 20:43:09 +0000 2017","Eso le pasa a Saltillo por robarle la Capital a Monclova jajaja, que se vengan para acá, hay un vuelo en Aeromar a… https://t.co/MzrJcM15B8",,"Mexico City","es",,,112,520,1,146,146,0,0,false
"Wed Nov 22 20:43:10 +0000 2017","RT @nao_muito: escrevendo matéria sobre minha viagem ao peru e sobre como o governo local aposta no turismo de aventura. é claro q… ","Osasco","Brasilia","pt",,,274,225,18,12334,12334,0,0,false
"Wed Nov 22 20:43:11 +0000 2017","#StaLucíaGC: La APP y la web ‘Turismo &amp; Comercio de Santa Lucía’ aumentan su oferta y se hacen más prácticas https://t.co/7w98LJjfgU",,,"es",,,981,1061,31,230,230,0,0,false
"Wed Nov 22 20:43:12 +0000 2017","Turismo em Portugal 19% desde o início de 2017 https://t.co/Ra3cdl19r6","Lisboa, Portugal","Lisbon","pt",,,349434,1200,863,2,2,0,0,false
"Wed Nov 22 20:43:12 +0000 2017","No te lo pierdasVeneXtremeTours: Hosteltur nos trae las últimas noticias en el mundo del turismo hosteltur: Acuerdo… https://t.co/xhn1tBMKwJ","Madrid, Comunidad de Madrid",,"es",,,33,54,9,1,1,0,0,false
"Wed Nov 22 20:43:14 +0000 2017","» Gran Turismo Sport recibirá nuevos autos, el modo GT League offline y más, a partir del día 27 https://t.co/W0GtPlIDNK","Global","Central Time (US & Canada)","es",,,973,2778,53,323,323,0,0,false
"Wed Nov 22 20:43:14 +0000 2017","RT @PlayStationES: ¡Ya disponible el editor de diseños de #GranTurismoSport! Inicia sesión con tu cuenta PSN, sube el tuyo y podrás ve… ",,,"es",,,23,93,0,507,507,0,0,false
"Wed Nov 22 20:43:19 +0000 2017","RT @SeremiTTLosRios: 💻PRENSA | Barcaza #PuertoFuy comenzó recorridos mientras Hua-Hum entra en mantención: https://t.co/6hsy8Hw3zQ vía… ","Valdivia - Chile","Santiago","es",,,468,67,2,13,13,0,0,false
"Wed Nov 22 20:43:19 +0000 2017","RT @RodrigMarchena: A principios 2018 iniciará alianza público-privada Ministerio @EducacionRDo y Asociación de Hoteles y Turismo de Re… ","Dominican Republic","Pacific Time (US & Canada)","es",,,4,0,0,3,3,0,0,false
"Wed Nov 22 20:43:19 +0000 2017","Este día en sala de  @RegidoresPue presenté los avances en la modernización de Blvr. Carmelitas, que mejorará la mo… https://t.co/tzcYbOkbUQ","Puebla","Mexico City","es",,,3762,466,29,1538,1538,0,0,false
"Wed Nov 22 20:43:21 +0000 2017","RT @GobernoAlem: Que tiempos aquellos en que en Antena3 hablaban solo de Venezuela y no de las empresas que se han ido de Cataluña,… ",,"Amsterdam","es",,,2097,2454,47,10198,10198,0,0,false
"Wed Nov 22 20:43:25 +0000 2017","RT @engadgetgaming: 'Gran Turismo Sport' brings back a classic solo racing mode https://t.co/D75F4jGQGr","Scarborough Village, Toronto",,"en",,,284,497,3,3870,3870,0,0,false
"Wed Nov 22 20:43:25 +0000 2017","Las emblemáticas rutas en torno a las primeras incursiones de las órdenes franciscanas y jesuitas en Paraguay forma… https://t.co/8bZHIy8myq","Paraguay","Brasilia","es",,,10583,583,81,4055,4055,0,0,false
"Wed Nov 22 20:43:28 +0000 2017","RT @Albert_Rivera: Mientras Puigdemont hace 'turismo a la fuga', en CAT ⬆️el desempleo, se van las empresas y se ahonda la fractura so… ","Arroyo de la Encomienda",,"es",,,884,649,12,3036,3036,0,0,false
"Wed Nov 22 20:43:33 +0000 2017","RT @MuseoArteSacro: El #BlackFriday llega a #Orihuela, te esperamos en el Museo #de10a10 #Arte #Patrimonio #Turismo https://t.co/34QJyr2fLg",,"Madrid","es",,,229,162,19,42343,42343,0,0,false
"Wed Nov 22 20:43:34 +0000 2017","@alcaldiagye Si tan solo habilitarán el transporte fluvial seria mucho más factible y económico; tanto el turismo c… https://t.co/MRZHeNuYoH","Guayaquil, Ecuador","Pacific Time (US & Canada)","es",,,306,176,2,170,170,0,0,false
"Wed Nov 22 20:43:36 +0000 2017","RT @SECTUR_mx: En compañía del Canciller @LVidegaray, el Srio. @edelamadrid realizó una presentación ante los miembros de la Reuni… ","Washington, DC","Eastern Time (US & Canada)","es",,,7331,2269,548,2158,2158,0,0,false
"Wed Nov 22 20:43:38 +0000 2017","RT @GadTsachilas: #10ACreciendoJuntos🎈| @AndreaMpais: Desde @GadTsachilas apoyaremos a @TurismoEc y al @GADsantodomingo en el fortale… ","Santo Domingo De Los Tsachilas","Pacific Time (US & Canada)","es",,,442,120,0,233,233,0,0,false
"Wed Nov 22 20:43:42 +0000 2017","RT @AMETRD: DIGESETT=AMET realiza conferencia ""El Ordenamiento del Tráfico Vehicular como parte integral del Turismo Sostenible… ","Dominican Republic","Pacific Time (US & Canada)","es",,,1,0,0,0,0,0,0,false
"Wed Nov 22 20:43:44 +0000 2017","QUÉ VERGÜENZA ¡ \nY MIENTRAS RAJOY PRESUMIENDO DEL CUMPLIMIENTO DE LA LEY EN ESTE PAÍS  , SEGÚN ÉL VIVIMOS EN UN EST… https://t.co/Z73qOpPEao",,,"es",,,911,964,10,3418,3418,0,0,false
"Wed Nov 22 20:43:45 +0000 2017","RT @kilaleo: Atacama Globos aerostáticos: Corte Suprema revocó los permisos de 3 empresa por vulneración al patrimonio arqueológ… ","San Pedro de Atacama,Chile","Pacific Time (US & Canada)","es",,,2900,42,94,0,0,0,0,false
"Wed Nov 22 20:43:46 +0000 2017","RT @nefeerr: Derecha dice que mantener las actuales pensiones es inviable.Lo que es inviable es una economia sobredependiente de… ",,,"es",,,69,340,1,134,134,0,0,false
"Wed Nov 22 20:43:56 +0000 2017","RT @JesusCintora: Urdangarin, condenado a 6 años de cárcel y en libertad, pide que le absuelvan, porque ""no se puede demandar al olmo… ","Benicàssim","Madrid","es",,,1936,1197,139,97390,97390,0,0,false
"Wed Nov 22 20:43:58 +0000 2017","RT @paolaflores80: #MAÑANA!\nEstimados,\nQuedan cordialmente invitados a la #ConferenciadePrensa del día Jueves a las 19 hs en el Turism… ","República de Corrientes","Santiago","es",,,1740,348,18,11,11,0,0,false
"Wed Nov 22 20:44:03 +0000 2017","RT @ferdyskybird: Airbus, entre los galardonados en los I Premios de Diversidad &amp; Inclusión https://t.co/NYqeeRZhGK #AirbusGetafePlant",,,"es",,,39,121,0,338,338,0,0,false
"Wed Nov 22 20:44:09 +0000 2017","Si eres gay, ten en cuenta estos países para turismo LGBT - #planeta https://t.co/HRdU6iYc79","Buenos Aires, Argentina","Bogota","es",,,9331,7341,18,1,1,0,0,false
"Wed Nov 22 20:44:16 +0000 2017","SECTUR_mx: En compañía del Canciller LVidegaray, el Srio. edelamadrid realizó una presentación ante los miembros de… https://t.co/Ksns4CyK2t",,"Mexico City","es",,,2770,1530,88,1,1,0,0,false
"Wed Nov 22 20:44:18 +0000 2017","En diciembre llega el modo GT a Gran Turismo Sport, después de que su creador diera la brasa con eso de que ahora l… https://t.co/fmmc6LVJZk","Tarragona, España","Madrid","es",,,6212,824,79,20876,20876,0,0,false
"Wed Nov 22 20:44:19 +0000 2017","¡Mañana te esperamos en #INTUR! ¡La Feria Internacional del Turismo de Interior en feriavalladolid !… https://t.co/4PqUy0mm4H","España","Madrid","es",,,4121,4134,236,8,8,0,0,false
"Wed Nov 22 20:44:20 +0000 2017","RT @elyvakeva: Nunca he entendido como existen las secretarías de “turismo” en los estados si, las aerolíneas cierran sus operacio… ",,"Central Time (US & Canada)","es",,,578,1309,33,43360,43360,0,0,false
"Wed Nov 22 20:44:24 +0000 2017","Aquí la tenemos @dianavidalsas @diarioviajero @vnvida @proximo @Victoriamdq @VisitBCN_CAT https://t.co/fZLhFfexJ9","Barcelona","Madrid","es",,,497,423,49,424,424,0,0,false
"Wed Nov 22 20:44:31 +0000 2017","Se van maravillados del país donde viven https://t.co/Im6ebXYPIX",,"Hawaii","es",,,489,1744,1,375,375,0,0,false
"Wed Nov 22 20:44:33 +0000 2017","Marisco gallego: 10+1 propuestas que no te fallarán https://t.co/476QIyqsz0 #turismo #vacaciones #hoteles",,"Pacific Time (US & Canada)","es",,,196,101,0,0,0,0,0,false
"Wed Nov 22 20:44:34 +0000 2017","RT @Xabier_Albizuri: Este día en sala de  @RegidoresPue presenté los avances en la modernización de Blvr. Carmelitas, que mejorará la mo… ","Puebla",,"es",,,6230,1987,91,461,461,0,0,false
"Wed Nov 22 20:44:36 +0000 2017","RT @SECTUR_mx: En compañía del Canciller @LVidegaray, el Srio. @edelamadrid realizó una presentación ante los miembros de la Reuni… ","Estado de México","Eastern Time (US & Canada)","es",,,10247,1171,113,24843,24843,0,0,false
"Wed Nov 22 20:44:46 +0000 2017","RT @ZackMc977: Ojalá todas las actualizaciones fueran como estas!!! @PlayStationES #PS4 #PlayStation4 #GTsport https://t.co/zJKSTcKjcy","Las Rozas de Madrid, España",,"es",,,231,809,9,1399,1399,0,0,false
"Wed Nov 22 20:44:56 +0000 2017","Una leyenda que no se olvida jamás!! https://t.co/T690hAZDAi","Carlos Casares","Brasilia","es",,,344,376,0,2864,2864,0,0,false
"Wed Nov 22 20:44:56 +0000 2017","RT @JesusCintora: Urdangarin, condenado a 6 años de cárcel y en libertad, pide que le absuelvan, porque ""no se puede demandar al olmo… ","Españistan ","Madrid","es",,,119,276,4,4884,4884,0,0,false
"Wed Nov 22 20:44:57 +0000 2017","RT @ComsocElarenal: A través de la #Turismo los invitamos este viernes 24 al ""Viernes de Danzón"" en la explanada principal frente a la… ",,,"es",,,166,651,0,1605,1605,0,0,false
"Wed Nov 22 20:44:57 +0000 2017","I just published “New Cars, Offline Play, GT League, and more coming to Gran Turismo Sport” https://t.co/hxbBm47mQB","Los Angeles","Pacific Time (US & Canada)","en",,,379,433,33,28,28,0,0,false
"Wed Nov 22 20:44:59 +0000 2017","RT @ibizadiario: El IV Foro de Turismo de #Ibiza analizará las necesidades del turista digital https://t.co/S1HBsSUEUa @Sta_Eularia… ",,,"es",,,783,976,32,5637,5637,0,0,false
"Wed Nov 22 20:45:02 +0000 2017","RT @Albert_Rivera: Mientras Puigdemont hace 'turismo a la fuga', en CAT ⬆️el desempleo, se van las empresas y se ahonda la fractura so… ","Valladolid, Castilla y León","Pacific Time (US & Canada)","es",,,243,259,2,2405,2405,0,0,false
"Wed Nov 22 20:45:05 +0000 2017","Fiera del Turismo a Varsavia, adesso la Campania va a fare promozione turistica in Polonia - Qui Ischia https://t.co/KK1LNtQChg",,,"it",,,102,3,2,0,0,0,0,false
"Wed Nov 22 20:45:07 +0000 2017","RT @JesusCintora: Urdangarin, condenado a 6 años de cárcel y en libertad, pide que le absuelvan, porque ""no se puede demandar al olmo… ","Cambridge, England",,"es",,,309,635,40,24265,24265,0,0,false
"Wed Nov 22 20:45:08 +0000 2017","RT @LDLeFlamboyant: No importa los años que tengas, sino los años que te faltan por vivir y pasar excelentes momentos en nuestras insta… ","Maracay Aragua","Hawaii","es",,,98,440,1,332,332,0,0,false
"Wed Nov 22 20:45:08 +0000 2017","RT @Albert_Rivera: Mientras Puigdemont hace 'turismo a la fuga', en CAT ⬆️el desempleo, se van las empresas y se ahonda la fractura so… ","Hoyo 19",,"es",,,576,459,3,340,340,0,0,false
"Wed Nov 22 20:45:11 +0000 2017","RT @teletaxizamora: Ven a disfrutar de #ZAMORA y muévete con TELE TAXI ZAMORA  🚕📞 630 630 630. Una amplia flota de vehículos las 24h lo… ",,,"es",,,79,231,0,832,832,0,0,false
"Wed Nov 22 20:45:14 +0000 2017","RT @BMW: A soothing view for the weekend. \nThe #BMW #6series Gran Turismo. https://t.co/xgfQXFywT6",,"Pacific Time (US & Canada)","en",,,3,29,1,1349,1349,0,0,false
"Wed Nov 22 20:45:15 +0000 2017","RT @german21168: Puigdemont sigue de turismo por Bélgica: Se va a Gante a comer bombones https://t.co/VFY3hTIt6B vía @Caso Aislado","Galicia, España, Europa",,"es",,,302,471,1,26064,26064,0,0,false
"Wed Nov 22 20:45:18 +0000 2017","Las emblemáticas rutas en torno a las primeras incursiones de las órdenes franciscanas y jesuitas en Paraguay forma… https://t.co/IUXZoySwPh","Paraguay","Brasilia","es",,,10583,583,81,4055,4055,0,0,false
"Wed Nov 22 20:45:23 +0000 2017","RT @YAM23R: 挙動モデルも1.06でアップデートされます。\n『グランツーリスモＳＰＯＲＴ』の今後のアップデートについてのお知らせ - NEWS - グランツーリスモ・ドットコム https://t.co/QTr6O3ia4K","某国ガレージ",,"ja",,,120,266,1,21006,21006,0,0,false
"Wed Nov 22 20:45:23 +0000 2017","@jttstlr86 https://t.co/AZOuHLv8rs","Buffalo, New York",,"und",,,76,1109,0,2903,2903,0,0,false
"Wed Nov 22 20:45:23 +0000 2017","RT @SRE_mx: El Canciller @LVidegaray acompaña al Secretario de Turismo, @edelamadrid, en la presentación que sostuvo con miembr… ","Asunción, Paraguay","Atlantic Time (Canada)","es",,,2361,2281,54,331,331,0,0,false
"Wed Nov 22 20:45:27 +0000 2017","RT @thegranturismo: You asked, we listened. Free new cars, offline play, and new single-player mode coming to Gran Turismo Sport.\nhttps://t…","Buffalo, New York",,"en",,,76,1109,0,2903,2903,0,0,false
"Wed Nov 22 20:45:30 +0000 2017","Turismo cresceu em Portugal 19% desde o início do ano - O turismo cresceu em Portugal 19% desde o início do ano... https://t.co/hKyWZ1coKe","Portugal","Lisbon","pt",,,514,921,32,0,0,0,0,false
"Wed Nov 22 20:45:33 +0000 2017","I liked a @YouTube video https://t.co/mVQyW9Fdm3 Gran Turismo Sport - Open Lobbies With Subscribers","Manchester, United Kingdom",,"en",,,705,1076,43,47825,47825,0,0,false
"Wed Nov 22 20:45:34 +0000 2017","https://t.co/sOZIpyCyKB","Monza, Lombardia","Rome","und",,,2310,155,37,242,242,0,0,false
"Wed Nov 22 20:45:36 +0000 2017","RT @AMETRD: DIGESETT=AMET realiza conferencia ""El Ordenamiento del Tráfico Vehicular como parte integral del Turismo Sostenible… ","Dominican Republic","Tijuana","es",,,2,1,0,1,1,0,0,false
"Wed Nov 22 20:45:41 +0000 2017","RT @SonySquareNYC: Ready to race? Play for a chance to win a Gran Turismo Sport limited edition jacket through November 30. Now drivin… ","Brighton, England",,"en",,,1587,4840,1084,11377,11377,0,0,false
"Wed Nov 22 20:45:45 +0000 2017","-que estudias?\n-estetica corporal\n-que es eso?\n-el cuidado de la piel y masajes\n-a que putita vos querés tocar a to… https://t.co/7YRXYAQPGU","argentina. ","Brasilia","es",,,612,484,1,2072,2072,0,0,false
"Wed Nov 22 20:45:45 +0000 2017","@elyvakeva A ninguna entidad todo el turismo llega por vía aérea","En todos lados...","Pacific Time (US & Canada)","es",,"{""id"":""95b8c1610ebc0395"",""url"":""https://api.twitter.com/1.1/geo/id/95b8c1610ebc0395.json"",""place_type"":""city"",""name"":""Mexicali"",""full_name"":""Mexicali, Baja California"",""country_code"":""MX"",""country"":""Mexico"",""bounding_box"":{""type"":""Polygon"",""coordinates"":[[[-115.818421,30.86042],[-115.818421,32.718919],[-114.639939,32.718919],[-114.639939,30.86042]]]},""attributes"":{}}",1007,509,60,18420,18420,0,0,false
"Wed Nov 22 20:45:48 +0000 2017","sepan q no he salido a hacer turismo ni na pq no quiero gastarme perras","de morros a berlín","London","es",,,722,566,7,18979,18979,0,0,false
"Wed Nov 22 20:45:50 +0000 2017","RT @RodrigMarchena: A principios 2018 iniciará alianza público-privada Ministerio @EducacionRDo y Asociación de Hoteles y Turismo de Re… ",,"Pacific Time (US & Canada)","es",,,1,5,0,0,0,0,0,false
"Wed Nov 22 20:45:50 +0000 2017","RT @dakar: Eduardo Ferreiros, Ministro de Comercio y de Turismo de #Perú \n🇵🇪 @MINCETUR #Dakar2018 #DakarPeru https://t.co/a24RQVQ1RP","LIMA-PERU","Lima","es",,,619,589,27,110154,110154,0,0,false
"Wed Nov 22 20:45:51 +0000 2017","@marianorajoy @Sorayapp Ayyyyyy Mariano que bien os lo montais tu y el Puchi con eso del procés para tapar vuestra… https://t.co/teSmKzUPWD",,,"es",,"{""id"":""8c86b8b4cb716103"",""url"":""https://api.twitter.com/1.1/geo/id/8c86b8b4cb716103.json"",""place_type"":""city"",""name"":""Sevilla"",""full_name"":""Sevilla, España"",""country_code"":""ES"",""country"":""España"",""bounding_box"":{""type"":""Polygon"",""coordinates"":[[[-6.02843,37.313613],[-6.02843,37.452783],[-5.81866,37.452783],[-5.81866,37.313613]]]},""attributes"":{}}",69,184,2,20,20,0,0,false
"Wed Nov 22 20:45:52 +0000 2017","RT @JesusCintora: Urdangarin, condenado a 6 años de cárcel y en libertad, pide que le absuelvan, porque ""no se puede demandar al olmo… ","Las Palmas de Gran Canaria","London","es",,,157,423,34,6436,6436,0,0,false
"Wed Nov 22 20:45:53 +0000 2017","RT @MISSBLANDINGS: Mientras se juzga a los de Blanquerna, los asaltos a buses, restaurantes y agresiones al turismo de Arran están imp… ","Cataluña, España",,"es",,,677,1010,1,20170,20170,0,0,false
"Wed Nov 22 20:46:03 +0000 2017","RT @GobernoAlem: Que tiempos aquellos en que en Antena3 hablaban solo de Venezuela y no de las empresas que se han ido de Cataluña,… ","Luna de lunátic@",,"es",,,166,242,1,42066,42066,0,0,false
"Wed Nov 22 20:46:06 +0000 2017","RT @RHarrisonP: Avanzamos hacia el sueño de organizar el Mundial 2030 conjuntamente la AFA, la AUF y APF. Lo apuntalan el decidido… ","Paraguay","Greenland","es",,,284,610,3,5395,5395,0,0,false
"Wed Nov 22 20:46:08 +0000 2017","San Javier, el pueblo uruguayo donde el 90% de los habitantes son de origen ruso #Turismo https://t.co/wBuq8yer88","Comunidad de Madrid, España","Bogota","es",,,39763,29469,295,144,144,0,0,false
"Wed Nov 22 20:46:14 +0000 2017","(Corpoelec garantiza servicio eléctrico en la Feria Internacional de Turismo de Venezuela) - Asi es Margarita -… https://t.co/BWj5khCDyk","Isla de Margarita, Venezuela","Caracas","es",,,3282,2660,19,30,30,0,0,false
"Wed Nov 22 20:46:15 +0000 2017","[Correio da Manhã] Turismo em Portugal 19% desde o início de 2017: https://t.co/4BZmxd3AOc https://t.co/wcD1IovXUs","Portugal","Lisbon","pt",,,3149,108,214,469,469,0,0,false
"Wed Nov 22 20:46:16 +0000 2017","New Cars, Offline Play, GT League, and more coming to Gran Turismo Sport - https://t.co/fR8NlbrRuS https://t.co/5GTmvBKtXE","Los Angeles, California","Pacific Time (US & Canada)","en",,,4509,536,155,80,80,0,0,false
"Wed Nov 22 20:46:16 +0000 2017","Durante la Reunión Anual del Cuerpo Diplomático, el Srio. @edelamadrid puntualizó el crecimiento del #Turismo en… https://t.co/aAm4YuQTCL","México","Mexico City","es",,,747172,2896,2188,26976,26976,0,0,false
"Wed Nov 22 20:46:18 +0000 2017","RT @tv_Amaro: INVITACIÓN !!! 👍 https://t.co/Oo9E8dzS0k",,,"es",,,51,130,0,1473,1473,0,0,false
"Wed Nov 22 20:46:27 +0000 2017","El TC presenta el GP Coronación en Ushuaia - El Diario del Fin del Mundo https://t.co/VxXfs9OBfW #Turismo #Cataluña… https://t.co/Djr3z1VrqE","The Global","Eastern Time (US & Canada)","es",,,3915,4977,80,4535,4535,0,0,false
"Wed Nov 22 20:46:29 +0000 2017","I liked a @YouTube video https://t.co/LbX9PCWsk5 Gran Turismo Sport: Clean Racing?","Mississippi, USA","Central Time (US & Canada)","en",,,351,3964,19,7942,7942,0,0,false
"Wed Nov 22 20:46:33 +0000 2017","Hoy en @adosvoces_tn se hablará sobre cuánto costará hacer #Turismo en las vacaciones de verano 2018.","Argentina",,"es",,,3503,1217,96,3706,3706,0,0,false
"Wed Nov 22 20:46:37 +0000 2017","I just liked the Nos despedimos do Turismo Pé de Chinelo - Rolê (009) video on YouTube! https://t.co/snLrSKWxW0","Francisco Morato/SP","Brasilia","pt",,,251,202,6,0,0,0,0,false
"Wed Nov 22 20:46:38 +0000 2017","#XXExpoalpujarra \n#BodegasFuentezuelas\nDisfruta sus productos... uno de los más de 50 expositores que encontrarás d… https://t.co/qRmAopXKku","Ugijar, Granada","Pacific Time (US & Canada)","es",,,686,842,10,1034,1034,0,0,false
"Wed Nov 22 20:46:43 +0000 2017","RT @zelune: ""não acredito na ciência"" \n\nce construiu um foguete baseado no que? no gibi do franjinha?\n\n""ele planeja um serviço… ",,"Pacific Time (US & Canada)","pt",,,9,45,0,201,201,0,0,false
"Wed Nov 22 20:46:46 +0000 2017","RT @canarias_es: Quien disfruta de un día en la Playa del Jablillo, ¡siempre vuelve! Turismo Lanzarote #IslasCanarias https://t.co/YIXyuhyh…","Las Palmas de Gran Canaria","Pacific Time (US & Canada)","es",,,3631,3196,95,147251,147251,0,0,false
"Wed Nov 22 20:46:49 +0000 2017","RT @JesusCintora: Urdangarin, condenado a 6 años de cárcel y en libertad, pide que le absuelvan, porque ""no se puede demandar al olmo… ","Pasando las Cañás de Cañepla",,"es",,,525,1033,14,54380,54380,0,0,false
"Wed Nov 22 20:46:50 +0000 2017","RT @RodrigMarchena: A principios 2018 iniciará alianza público-privada Ministerio @EducacionRDo y Asociación de Hoteles y Turismo de Re… ","Dominican Republic","Chihuahua","es",,,0,1,1,0,0,0,0,false
"Wed Nov 22 20:46:51 +0000 2017","RT @dakar: Eduardo Ferreiros, Ministro de Comercio y de Turismo de #Perú \n🇵🇪 @MINCETUR #Dakar2018 #DakarPeru https://t.co/a24RQVQ1RP","Lima, Peru",,"es",,,960,2901,2,15486,15486,0,0,false
"Wed Nov 22 20:46:52 +0000 2017","RT @coycitytour: Pronto nuestra nueva Ruta ""Hecho en la Patagonia""\nVisitaremos 5 tiendas de productos regionales donde conocerás sus… ","En Chile","Santiago","es",,,1530,1528,41,38604,38604,0,0,false
"Wed Nov 22 20:46:52 +0000 2017","RT @SECTUR_mx: En compañía del Canciller @LVidegaray, el Srio. @edelamadrid realizó una presentación ante los miembros de la Reuni… ","TEOTIHUACAN / CDMX ","Hawaii","es",,,1417,2931,34,13245,13245,0,0,false
"Wed Nov 22 20:46:57 +0000 2017","RT @rogeralejandr09: #Foro #Avemarep #Turismo #Caracas #MiConviveCaracas ¿Cómo hacer que Caracas sea una de las 10 ciudades más visitada… ","Caracas, Venezuela","Pacific Time (US & Canada)","es",,,1000,856,1,84,84,0,0,false
"Wed Nov 22 20:47:01 +0000 2017","1/2 Tenemos el agrado de anunciar nuestra \n¡atención en Quito!\nEste Lunes /27 y Martes 28 de noviembre/ de 10H30 a… https://t.co/FEQIfxDuXJ","Cuenca, Ecuador",,"es",,,263,893,0,94,94,0,0,false
"Wed Nov 22 20:47:04 +0000 2017","Mazatlán, un clásico del turismo en el Pacífico Mexicano https://t.co/wecXoglwdT","Mexico","Central Time (US & Canada)","es",,,1257,614,23,3,3,0,0,false
"Wed Nov 22 20:47:04 +0000 2017","Cada expedición es diseñada en forma personalizada para el viajero exigente, con oportunidades para fotografiar nue… https://t.co/IoHh5sow1K","Latin America","Brasilia","es",,,0,0,0,0,0,0,0,false
"Wed Nov 22 20:47:06 +0000 2017","RT @MISSBLANDINGS: Mientras se juzga a los de Blanquerna, los asaltos a buses, restaurantes y agresiones al turismo de Arran están imp… ",,,"es",,,6307,5107,61,167457,167457,0,0,false
"Wed Nov 22 20:47:09 +0000 2017","""Sports Extra: Gran Turismo Sport getting more races and 50 cars for free #News #HeadlineNews"": https://t.co/ckeNYmVnR7","RT's Are FYI Purposes Only","Pacific Time (US & Canada)","en",,,26342,18785,4315,574,574,0,0,false
"Wed Nov 22 20:47:10 +0000 2017","#ad Gran Turismo 5 XL Edition PS3 [Factory Refurbished] https://t.co/UwMeYysuh5",,"Pacific Time (US & Canada)","en",,,538,4994,13,0,0,0,0,false
"Wed Nov 22 20:47:13 +0000 2017","RT @edelamadrid: En la Reunión Anual del Cuerpo Diplomático hablé del crecimiento de nuestro turismo, producto del trabajo de toda l… ","Monterrey, Nuevo León",,"es",,,4418,2997,144,80248,80248,0,0,false
"Wed Nov 22 20:47:21 +0000 2017","RT @No_me_callan: Exactamente ha sido eso. Han querido perjudicar a España destruyendo Cataluña. https://t.co/ZwUFAh7BdY","Madrid-Spain-Europe","Madrid","es",,,194,354,11,22059,22059,0,0,false
"Wed Nov 22 20:47:24 +0000 2017","RT @WWF_MAR: #CaribeMaya Conoce más sobre esta iniciativa de turismo sostenible y de base comunitaria que estamos impulsando en… ","Guatemala",,"es",,,12,81,0,69,69,0,0,false
"Wed Nov 22 20:47:24 +0000 2017","RT @EnTurBA: La @Sociedadelavoz nos brindó un taller sobre el uso correcto y cuidado de la voz para nuestros guías de turismo y… ","Ciudad Autónoma de Buenos Aire","Buenos Aires","es",,,37,129,0,250,250,0,0,false
"Wed Nov 22 20:47:25 +0000 2017","RT @MISSBLANDINGS: Mientras se juzga a los de Blanquerna, los asaltos a buses, restaurantes y agresiones al turismo de Arran están imp… ",,"Madrid","es",,,2293,1816,28,36044,36044,0,0,false
"Wed Nov 22 20:47:26 +0000 2017","Felicidades @restbardal de Ronda por la Estrella Michelin!\nLas 9 #EstrellasMichelin de Málaga son garantía de calid… https://t.co/CyG8ibqESr","Málaga",,"es",,"{""id"":""8c86b8b4cb716103"",""url"":""https://api.twitter.com/1.1/geo/id/8c86b8b4cb716103.json"",""place_type"":""city"",""name"":""Sevilla"",""full_name"":""Sevilla, España"",""country_code"":""ES"",""country"":""España"",""bounding_box"":{""type"":""Polygon"",""coordinates"":[[[-6.02843,37.313613],[-6.02843,37.452783],[-5.81866,37.452783],[-5.81866,37.313613]]]},""attributes"":{}}",8025,3422,67,10368,10368,0,0,false
"Wed Nov 22 20:47:30 +0000 2017","RT @zelune: ""não acredito na ciência"" \n\nce construiu um foguete baseado no que? no gibi do franjinha?\n\n""ele planeja um serviço… ","São Paulo, Brasil","Santiago","pt",,,46,183,1,4009,4009,0,0,false
"Wed Nov 22 20:47:33 +0000 2017","RT @zelune: ""não acredito na ciência"" \n\nce construiu um foguete baseado no que? no gibi do franjinha?\n\n""ele planeja um serviço… ","vale do foda-se ",,"pt",,,336,202,1,32502,32502,0,0,false
